#,HEAD OF ACCOUNT,HEAD DESCRIPTION,Major Head,Sub-Major Head,Minor Head,Sub-Minor Head,Detailed Head,Object Head,Voucher Head,Area,ACTUALS 2016-17,BUDGET 2017-18,REVISED 2017-18,BUDGET 2018-19
318,0403-00-106-0000-000-00-00-SA,Animal Husbandry$NULL$Receipt from Fodder and Feed Development$NULL$NULL$NULL$NULL,Animal Husbandry,NULL,Receipt from Fodder and Feed Development,NULL,NULL,NULL,NULL,Special Area,5.25,0.0,5.83,6.47
319,0403-00-108-0000-000-00-00-GA,Animal Husbandry$NULL$Receipts from Other Livestock Development$NULL$NULL$NULL$NULL,Animal Husbandry,NULL,Receipts from Other Livestock Development,NULL,NULL,NULL,NULL,General Area,14.4,19.49,15.98,17.74
320,0403-00-800-0000-000-00-00-GA,Animal Husbandry$NULL$Other Receipts$NULL$NULL$NULL$NULL,Animal Husbandry,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,22.53,19.02,25.01,27.76
321,0403-00-800-0000-000-00-00-SA,Animal Husbandry$NULL$Other Receipts$NULL$NULL$NULL$NULL,Animal Husbandry,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.16,1.26,0.18,0.2
322,0404-00-800-0000-000-00-00-GA,Dairy Development$NULL$Other Receipts$NULL$NULL$NULL$NULL,Dairy Development,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,38.96,9.44,43.25,48.0
323,0404-00-800-0000-000-00-00-SA,Dairy Development$NULL$Other Receipts$NULL$NULL$NULL$NULL,Dairy Development,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.0,0.07,0.0,0.0
324,0405-00-011-0000-000-00-00-GA,Fisheries$NULL$Rents$NULL$NULL$NULL$NULL,Fisheries,NULL,Rents,NULL,NULL,NULL,NULL,General Area,5.32,14.3,5.91,6.55
325,0405-00-102-0000-000-00-00-GA,"Fisheries$NULL$License Fees,Fines etc.$NULL$NULL$NULL$NULL",Fisheries,NULL,"License Fees,Fines etc.",NULL,NULL,NULL,NULL,General Area,55.23,67.62,61.31,68.05
326,0405-00-103-0000-000-00-00-GA,"Fisheries$NULL$Sale of Fish, Fish seeds etc$NULL$NULL$NULL$NULL",Fisheries,NULL,"Sale of Fish, Fish seeds etc",NULL,NULL,NULL,NULL,General Area,161.24,185.03,178.98,198.66
327,0405-00-800-0000-000-00-00-GA,Fisheries$NULL$Other Receipts$NULL$NULL$NULL$NULL,Fisheries,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,140.2,169.47,155.62,172.74
328,0406-01-101-0000-000-00-00-GA,Forestry and Wildlife$Forestry$Sale of Timber and Forest produce$NULL$NULL$NULL$NULL,Forestry and Wildlife,Forestry,Sale of Timber and Forest produce,NULL,NULL,NULL,NULL,General Area,4312.91,43089.48,4787.33,400.0
329,0406-01-101-0000-000-00-00-SA,Forestry and Wildlife$Forestry$Sale of Timber and Forest produce$NULL$NULL$NULL$NULL,Forestry and Wildlife,Forestry,Sale of Timber and Forest produce,NULL,NULL,NULL,NULL,Special Area,0.0,0.01,0.01,0.0
330,0406-01-102-0000-000-00-00-GA,Forestry and Wildlife$Forestry$Receipts from Social and Farm Forestry$NULL$NULL$NULL$NULL,Forestry and Wildlife,Forestry,Receipts from Social and Farm Forestry,NULL,NULL,NULL,NULL,General Area,841.72,740.68,934.31,3.0
331,0406-01-103-0000-000-00-00-GA,Forestry and Wildlife$Forestry$Receipts from Environmental Forestry$NULL$NULL$NULL$NULL,Forestry and Wildlife,Forestry,Receipts from Environmental Forestry,NULL,NULL,NULL,NULL,General Area,11921.17,8480.23,13232.5,11000.0
332,0406-01-104-0000-000-00-00-GA,Forestry and Wildlife$Forestry$Receipts from Forest plantation$NULL$NULL$NULL$NULL,Forestry and Wildlife,Forestry,Receipts from Forest plantation,NULL,NULL,NULL,NULL,General Area,0.0,8.68,0.0,0.0
333,0406-01-800-0000-000-00-00-GA,Forestry and Wildlife$Forestry$Other Receipts$NULL$NULL$NULL$NULL,Forestry and Wildlife,Forestry,Other Receipts,NULL,NULL,NULL,NULL,General Area,3849.37,2847.75,4272.8,3200.0
334,0406-01-800-0000-000-00-00-SA,Forestry and Wildlife$Forestry$Other Receipts$NULL$NULL$NULL$NULL,Forestry and Wildlife,Forestry,Other Receipts,NULL,NULL,NULL,NULL,Special Area,29.66,50.9,32.92,0.0
335,0406-02-111-0000-000-00-00-GA,"Forestry and Wildlife$Environment, Forestry and Wildlife$Zoological Park$NULL$NULL$NULL$NULL",Forestry and Wildlife,"Environment, Forestry and Wildlife",Zoological Park,NULL,NULL,NULL,NULL,General Area,160.34,205.69,177.98,250.0
336,0406-02-800-0000-000-00-00-GA,"Forestry and Wildlife$Environment, Forestry and Wildlife$Other Receipts$NULL$NULL$NULL$NULL",Forestry and Wildlife,"Environment, Forestry and Wildlife",Other Receipts,NULL,NULL,NULL,NULL,General Area,437.66,674.57,485.8,700.0
337,0406-02-800-0000-000-00-00-SA,"Forestry and Wildlife$Environment, Forestry and Wildlife$Other Receipts$NULL$NULL$NULL$NULL",Forestry and Wildlife,"Environment, Forestry and Wildlife",Other Receipts,NULL,NULL,NULL,NULL,Special Area,31.88,32.15,35.39,0.0
338,0408-00-800-0000-000-00-00-GA,Food Storage & Warehousing$NULL$Other Receipts$NULL$NULL$NULL$NULL,Food Storage & Warehousing,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,160.06,203.07,177.67,197.21
339,0408-00-800-0000-000-00-00-SA,Food Storage & Warehousing$NULL$Other Receipts$NULL$NULL$NULL$NULL,Food Storage & Warehousing,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,1.72,1.73,1.91,2.12
340,0408-00-800-2291-000-00-00-GA,Food Storage & Warehousing$NULL$Other Receipts$Construction of Food Storage Godowns$Null$NULL$NULL,Food Storage & Warehousing,NULL,Other Receipts,Construction of Food Storage Godowns,Null,NULL,NULL,General Area,0.0,0.0,1000.0,1110.0
341,0408-00-800-2308-000-00-00-GA,Food Storage & Warehousing$NULL$Other Receipts$Intra-State Movement and Handling of Food Grains$NULL$NULL$NULL,Food Storage & Warehousing,NULL,Other Receipts,Intra-State Movement and Handling of Food Grains,NULL,NULL,NULL,General Area,0.0,0.0,30000.0,33300.0
342,0425-00-101-0000-000-00-00-GA,Cooperation$NULL$Audit fees$NULL$NULL$NULL$NULL,Cooperation,NULL,Audit fees,NULL,NULL,NULL,NULL,General Area,36.47,40.79,40.48,44.93
343,0425-00-101-0000-000-00-00-SA,Cooperation$NULL$Audit fees$NULL$NULL$NULL$NULL,Cooperation,NULL,Audit fees,NULL,NULL,NULL,NULL,Special Area,0.53,0.32,0.59,0.65
344,0425-00-800-0000-000-00-00-GA,Cooperation$NULL$Other Receipts$NULL$NULL$NULL$NULL,Cooperation,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,15.23,35.38,16.91,18.76
345,0425-00-800-0000-000-00-00-SA,Cooperation$NULL$Other Receipts$NULL$NULL$NULL$NULL,Cooperation,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,4.18,8.33,4.64,5.15
346,0435-00-102-0000-000-00-00-GA,Other Agriculture Programmes$NULL$Fees for Quality Control grading of Agricultural Products$NULL$NULL$NULL$NULL,Other Agriculture Programmes,NULL,Fees for Quality Control grading of Agricultural Products,NULL,NULL,NULL,NULL,General Area,1.86,1.01,2.06,2.29
347,0435-00-103-0000-000-00-00-GA,"Other Agriculture Programmes$NULL$Receipts from Agricultural Research Stations, Orchards etc$NULL$NULL$NULL$NULL",Other Agriculture Programmes,NULL,"Receipts from Agricultural Research Stations, Orchards etc",NULL,NULL,NULL,NULL,General Area,0.01,0.04,0.01,0.01
348,0435-00-104-0000-000-00-00-GA,Other Agriculture Programmes$NULL$Soil and Water Conservation$NULL$NULL$NULL$NULL,Other Agriculture Programmes,NULL,Soil and Water Conservation,NULL,NULL,NULL,NULL,General Area,13.28,9.39,14.74,16.36
349,0435-00-501-0000-000-00-00-GA,Other Agriculture Programmes$NULL$Services and Service Fees$NULL$NULL$NULL$NULL,Other Agriculture Programmes,NULL,Services and Service Fees,NULL,NULL,NULL,NULL,General Area,0.01,0.01,0.01,0.01
350,0435-00-501-0000-000-00-00-SA,Other Agriculture Programmes$NULL$Services and Service Fees$NULL$NULL$NULL$NULL,Other Agriculture Programmes,NULL,Services and Service Fees,NULL,NULL,NULL,NULL,Special Area,0.0,0.01,0.0,0.0
351,0435-00-800-0000-000-00-00-GA,Other Agriculture Programmes$NULL$Other Receipts$NULL$NULL$NULL$NULL,Other Agriculture Programmes,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,7.16,13.62,7.95,8.82
352,0435-00-800-0000-000-00-00-SA,Other Agriculture Programmes$NULL$Other Receipts$NULL$NULL$NULL$NULL,Other Agriculture Programmes,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,1.49,4.81,1.65,1.84
353,0515-00-101-0000-000-00-00-GA,Other Rural Development Programmes$NULL$Receipts under Panchayati Raj Act$NULL$NULL$NULL$NULL,Other Rural Development Programmes,NULL,Receipts under Panchayati Raj Act,NULL,NULL,NULL,NULL,General Area,0.05,2.13,0.06,0.06
354,0515-00-800-0000-000-00-00-GA,Other Rural Development Programmes$NULL$Other Receipts$NULL$NULL$NULL$NULL,Other Rural Development Programmes,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,10.26,8.42,11.39,12.64
355,0552-00-800-0000-000-00-00-GA,North Eastern Areas$NULL$Other Receipts$NULL$NULL$NULL$NULL,North Eastern Areas,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,101.88,1.26,113.09,125.53
356,0701-04-800-0000-000-00-00-GA,Major and Medium Irrigation Projects$Medium Irrigation-Non-Commercial$Other Receipts$NULL$NULL$NULL$NULL,Major and Medium Irrigation Projects,Medium Irrigation-Non-Commercial,Other Receipts,NULL,NULL,NULL,NULL,General Area,8.89,10.26,9.87,10.95
357,0701-80-800-0000-000-00-00-GA,Major and Medium Irrigation Projects$General$Other Receipts$NULL$NULL$NULL$NULL,Major and Medium Irrigation Projects,General,Other Receipts,NULL,NULL,NULL,NULL,General Area,64.47,89.51,71.56,79.43
358,0701-80-800-0000-000-00-00-SA,Major and Medium Irrigation Projects$General$Other Receipts$NULL$NULL$NULL$NULL,Major and Medium Irrigation Projects,General,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.21,11.12,0.23,0.26
359,0702-01-101-0000-000-00-00-GA,Minor Irrigation$Surface Water$Receipts from Water Tanks$NULL$NULL$NULL$NULL,Minor Irrigation,Surface Water,Receipts from Water Tanks,NULL,NULL,NULL,NULL,General Area,0.55,0.65,0.61,0.68
360,0702-01-102-0000-000-00-00-GA,Minor Irrigation$Surface Water$Receipts from Lift Irrigation Schemes$NULL$NULL$NULL$NULL,Minor Irrigation,Surface Water,Receipts from Lift Irrigation Schemes,NULL,NULL,NULL,NULL,General Area,0.62,2.68,0.69,0.76
361,0702-01-800-0000-000-00-00-GA,Minor Irrigation$Surface Water$Other Receipts$NULL$NULL$NULL$NULL,Minor Irrigation,Surface Water,Other Receipts,NULL,NULL,NULL,NULL,General Area,1.69,9.87,1.88,2.08
362,0702-02-800-0000-000-00-00-GA,Minor Irrigation$Ground Water$Other Receipts$NULL$NULL$NULL$NULL,Minor Irrigation,Ground Water,Other Receipts,NULL,NULL,NULL,NULL,General Area,0.53,0.52,0.59,0.65
363,0702-04-102-0000-000-00-00-GA,Minor Irrigation$Flood Control$Flood Control Project$NULL$NULL$NULL$NULL,Minor Irrigation,Flood Control,Flood Control Project,NULL,NULL,NULL,NULL,General Area,2.0,0.28,2.22,2.46
364,0702-04-800-0000-000-00-00-GA,Minor Irrigation$Flood Control$Other Receipts$NULL$NULL$NULL$NULL,Minor Irrigation,Flood Control,Other Receipts,NULL,NULL,NULL,NULL,General Area,5.78,0.98,6.42,7.12
365,0702-04-800-0000-000-00-00-SA,Minor Irrigation$Flood Control$Other Receipts$NULL$NULL$NULL$NULL,Minor Irrigation,Flood Control,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.0,0.42,0.0,0.0
366,0702-80-800-0000-000-00-00-GA,Minor Irrigation$General$Other Receipts$NULL$NULL$NULL$NULL,Minor Irrigation,General,Other Receipts,NULL,NULL,NULL,NULL,General Area,20.21,17.62,22.43,24.9
367,0702-80-800-0000-000-00-00-SA,Minor Irrigation$General$Other Receipts$NULL$NULL$NULL$NULL,Minor Irrigation,General,Other Receipts,NULL,NULL,NULL,NULL,Special Area,1.54,1.69,1.71,1.9
368,0802-00-101-0000-000-00-00-GA,Petroleum$NULL$Cess On Indigenous Crude Oil$NULL$NULL$NULL$NULL,Petroleum,NULL,Cess On Indigenous Crude Oil,NULL,NULL,NULL,NULL,General Area,30.3,0.0,33.63,0.0
369,0802-00-101-0000-000-00-00-SA,Petroleum$NULL$Cess On Indigenous Crude Oil$NULL$NULL$NULL$NULL,Petroleum,NULL,Cess On Indigenous Crude Oil,NULL,NULL,NULL,NULL,Special Area,0.0,0.01,0.01,0.0
370,0802-00-103-0000-000-00-00-GA,Petroleum$NULL$Petroleum Conservation Fees & Royalty$NULL$NULL$NULL$NULL,Petroleum,NULL,Petroleum Conservation Fees & Royalty,NULL,NULL,NULL,NULL,General Area,306452.44,559070.0,328000.0,0.0
371,0802-00-103-0000-000-00-00-SA,Petroleum$NULL$Petroleum Conservation Fees & Royalty$NULL$NULL$NULL$NULL,Petroleum,NULL,Petroleum Conservation Fees & Royalty,NULL,NULL,NULL,NULL,Special Area,0.02,0.03,0.02,0.0
372,0802-00-103-2290-000-00-00-GA,Petroleum$NULL$Petroleum Conservation Fees & Royalty$Payment of differential Royalty to the State Government$Null$NULL$NULL,Petroleum,NULL,Petroleum Conservation Fees & Royalty,Payment of differential Royalty to the State Government,Null,NULL,NULL,General Area,0.0,0.0,0.0,470200.0
373,0802-00-103-7055-000-00-00-GA,"Petroleum$NULL$Petroleum Conservation Fees & Royalty$Royalties on Crude Oil, Natural Gas$NULL$NULL$NULL",Petroleum,NULL,Petroleum Conservation Fees & Royalty,"Royalties on Crude Oil, Natural Gas",NULL,NULL,NULL,General Area,0.0,0.0,0.0,170656.0
374,0802-00-103-7056-000-00-00-GA,"Petroleum$NULL$Petroleum Conservation Fees & Royalty$Rents like dead rent, surface rent$NULL$NULL$NULL",Petroleum,NULL,Petroleum Conservation Fees & Royalty,"Rents like dead rent, surface rent",NULL,NULL,NULL,General Area,0.0,0.0,0.0,188.0
375,0802-00-104-0000-000-00-00-GA,Petroleum$NULL$Receipts under the Petroleum Act$NULL$NULL$NULL$NULL,Petroleum,NULL,Receipts under the Petroleum Act,NULL,NULL,NULL,NULL,General Area,3420.49,0.08,141636.74,0.0
376,0802-00-104-0000-000-00-00-SA,Petroleum$NULL$Receipts under the Petroleum Act$NULL$NULL$NULL$NULL,Petroleum,NULL,Receipts under the Petroleum Act,NULL,NULL,NULL,NULL,Special Area,0.01,0.03,0.01,0.0
377,0802-00-104-7058-000-00-00-GA,Petroleum$NULL$Receipts under the Petroleum Act$Preliminary expenses for PML and initial lease fee for PML and PEL$NULL$NULL$NULL,Petroleum,NULL,Receipts under the Petroleum Act,Preliminary expenses for PML and initial lease fee for PML and PEL,NULL,NULL,NULL,General Area,0.0,0.0,0.0,6.0
378,0802-00-104-7059-000-00-00-GA,Petroleum$NULL$Receipts under the Petroleum Act$Annual licence fee for PEL$NULL$NULL$NULL,Petroleum,NULL,Receipts under the Petroleum Act,Annual licence fee for PEL,NULL,NULL,NULL,General Area,0.0,0.0,0.0,2.0
379,0802-00-104-7060-000-00-00-GA,"Petroleum$NULL$Receipts under the Petroleum Act$Security deposit on Petroleum
Exploration Licence (PEL) and
Petroleum Mining Lease (PML)$NULL$NULL$NULL",Petroleum,NULL,Receipts under the Petroleum Act,"Security deposit on Petroleum
Exploration Licence (PEL) and
Petroleum Mining Lease (PML)",NULL,NULL,NULL,General Area,0.0,0.0,0.0,48.0
380,0802-00-800-0000-000-00-00-GA,Petroleum$NULL$Other Receipts$NULL$NULL$NULL$NULL,Petroleum,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,293.13,1.22,325.37,0.0
381,0802-00-800-0000-000-00-00-SA,Petroleum$NULL$Other Receipts$NULL$NULL$NULL$NULL,Petroleum,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.01,0.0,0.01,0.0
382,0803-00-101-0000-000-00-00-GA,Coal and Lignite$NULL$Coal concession fees and Royalties$NULL$NULL$NULL$NULL,Coal and Lignite,NULL,Coal concession fees and Royalties,NULL,NULL,NULL,NULL,General Area,3604.56,9160.0,4001.06,0.0
383,0803-00-101-7063-000-00-00-GA,Coal and Lignite$NULL$Coal concession fees and Royalties$Royalties on Coal$NULL$NULL$NULL,Coal and Lignite,NULL,Coal concession fees and Royalties,Royalties on Coal,NULL,NULL,NULL,General Area,0.0,0.0,0.0,3400.0
384,0803-00-101-7064-000-00-00-GA,"Coal and Lignite$NULL$Coal concession fees and Royalties$Rents like Dead rent, surface rent$NULL$NULL$NULL",Coal and Lignite,NULL,Coal concession fees and Royalties,"Rents like Dead rent, surface rent",NULL,NULL,NULL,General Area,0.0,0.0,0.0,31.0
385,0803-00-101-7065-000-00-00-GA,Coal and Lignite$NULL$Coal concession fees and Royalties$Penalty on delayed payment on Coal$NULL$NULL$NULL,Coal and Lignite,NULL,Coal concession fees and Royalties,Penalty on delayed payment on Coal,NULL,NULL,NULL,General Area,0.0,0.0,0.0,1.0
386,0803-00-101-7071-000-00-00-GA,Coal and Lignite$NULL$Coal concession fees and Royalties$National Mineral Exploration Trust (NMET)$NULL$NULL$NULL,Coal and Lignite,NULL,Coal concession fees and Royalties,National Mineral Exploration Trust (NMET),NULL,NULL,NULL,General Area,0.0,0.0,0.0,68.0
387,0851-00-101-0000-000-00-00-GA,Village and Small Scale Industries$NULL$Industrial estates$NULL$NULL$NULL$NULL,Village and Small Scale Industries,NULL,Industrial estates,NULL,NULL,NULL,NULL,General Area,2.69,3.85,2.99,3.31
388,0851-00-102-0000-000-00-00-GA,Village and Small Scale Industries$NULL$Small Scale Industries$NULL$NULL$NULL$NULL,Village and Small Scale Industries,NULL,Small Scale Industries,NULL,NULL,NULL,NULL,General Area,9.56,14.02,10.61,11.78
389,0851-00-102-0000-000-00-00-SA,Village and Small Scale Industries$NULL$Small Scale Industries$NULL$NULL$NULL$NULL,Village and Small Scale Industries,NULL,Small Scale Industries,NULL,NULL,NULL,NULL,Special Area,0.0,0.13,0.0,0.0
390,0851-00-103-0000-000-00-00-GA,Village and Small Scale Industries$NULL$Handloom Industries$NULL$NULL$NULL$NULL,Village and Small Scale Industries,NULL,Handloom Industries,NULL,NULL,NULL,NULL,General Area,7.13,50.27,7.91,8.78
391,0851-00-103-0000-000-00-00-SA,Village and Small Scale Industries$NULL$Handloom Industries$NULL$NULL$NULL$NULL,Village and Small Scale Industries,NULL,Handloom Industries,NULL,NULL,NULL,NULL,Special Area,0.26,0.0,0.29,0.32
392,0851-00-105-0000-000-00-00-GA,Village and Small Scale Industries$NULL$Khadi and Village Industries$NULL$NULL$NULL$NULL,Village and Small Scale Industries,NULL,Khadi and Village Industries,NULL,NULL,NULL,NULL,General Area,0.46,0.62,0.51,0.57
393,0851-00-107-0000-000-00-00-GA,Village and Small Scale Industries$NULL$Sericulture Industries$NULL$NULL$NULL$NULL,Village and Small Scale Industries,NULL,Sericulture Industries,NULL,NULL,NULL,NULL,General Area,16.66,13.66,18.49,20.53
394,0851-00-107-0000-000-00-00-SA,Village and Small Scale Industries$NULL$Sericulture Industries$NULL$NULL$NULL$NULL,Village and Small Scale Industries,NULL,Sericulture Industries,NULL,NULL,NULL,NULL,Special Area,1.14,0.36,1.27,1.4
395,0851-00-108-0000-000-00-00-GA,Village and Small Scale Industries$NULL$Powerloom Industries$NULL$NULL$NULL$NULL,Village and Small Scale Industries,NULL,Powerloom Industries,NULL,NULL,NULL,NULL,General Area,0.0,0.05,0.0,0.0
396,0851-00-800-0000-000-00-00-GA,Village and Small Scale Industries$NULL$Other Receipts$NULL$NULL$NULL$NULL,Village and Small Scale Industries,NULL,Other Receipts,NULL,NULL,NULL,NULL,General Area,44.24,435.76,49.11,54.51
397,0851-00-800-0000-000-00-00-SA,Village and Small Scale Industries$NULL$Other Receipts$NULL$NULL$NULL$NULL,Village and Small Scale Industries,NULL,Other Receipts,NULL,NULL,NULL,NULL,Special Area,0.06,0.54,0.07,0.07
398,0852-04-800-0000-000-00-00-GA,Industries$Petrochemical Industries$Other Receipts$NULL$NULL$NULL$NULL,Industries,Petrochemical Industries,Other Receipts,NULL,NULL,NULL,NULL,General Area,1.51,0.16,1.68,1.86
399,0852-80-800-0000-000-00-00-GA,Industries$General$Other Receipts$NULL$NULL$NULL$NULL,Industries,General,Other Receipts,NULL,NULL,NULL,NULL,General Area,166.52,115.6,184.84,205.17
400,0853-00-102-0000-000-00-00-GA,Non-Ferrous Mining and Metallurgical Industries$NULL$Mineral Concession Fees Rents and Royalties$NULL$NULL$NULL$NULL,Non-Ferrous Mining and Metallurgical Industries,NULL,Mineral Concession Fees Rents and Royalties,NULL,NULL,NULL,NULL,General Area,515.04,446.87,571.69,0.0
401,0853-00-102-0000-000-00-00-SA,Non-Ferrous Mining and Metallurgical Industries$NULL$Mineral Concession Fees Rents and Royalties$NULL$NULL$NULL$NULL,Non-Ferrous Mining and Metallurgical Industries,NULL,Mineral Concession Fees Rents and Royalties,NULL,NULL,NULL,NULL,Special Area,14.39,44.57,15.97,0.0
